Video,Question_ID,llm_name,LLM_Response,likert_score,likert_explanation,positive_statement_x,video_path,question_id,question,answer1,annotator1,answer2,annotator2,answer3,annotator3,positive_statement_y,likert1_score,likert1_explanation,likert2_score,likert2_explanation,likert3_score,likert3_explanation,overall_ratings
2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,11,llava_qwen,,3,"The response is ""nan"", which appears to indicate missing or non-provided information rather than an explicit statement about whether others were present. Since it does not affirm or deny the presence of other individuals, we cannot infer agreement with the statement ""No other individuals are visible in the background during the task.""

Given the lack of usable content, the most appropriate rating is neutral.

**Likert Score: 3**",No other individuals are visible in the background during the task.,/localdisk1/PARK/park_vlm/Videos/2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,11,"Indicate whether any other individuals were present in the background. If so, provide a brief description (e.g., ""An older male is visible in the background""). Conclude with a final answer: ""Yes"" or ""No"".",none ,Nami,no,Natalia,none,Cayla,No other individuals are visible in the background during the task.,5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No."" The response ""none"" indicates that there were no other individuals present. This directly supports the new statement that no other individuals are visible in the background during the task. Therefore, the alignment is very strong.

**Likert Score: 5**",5,"The old response is ""no"" to the question of whether any other individuals were present in the background, which directly supports the new positive statement that no other individuals are visible in the background. This is full agreement.

**Likert Score: 5**",5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No.""  
The response ""none"" indicates that there were no other individuals present in the background.  
This directly supports the new statement: ""No other individuals are visible in the background during the task.""

Therefore, the alignment is very strong.

**Likert Score: 5**",5
2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,12,llava_qwen,No.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences. The response ""No."" indicates that the subject is *not* using such complex sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences."" This directly matches the meaning of the response ""No"" to the old question. Therefore, the alignment is very strong.

**Likert Score: 5**",The subject does not use complex or difficult-to-understand sentences.,/localdisk1/PARK/park_vlm/Videos/2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,12,"Indicate whether the subject is using complex sentences that are difficult to understand. Conclude with a final answer: ""Yes"" or ""No"".",no ,Nami,no,Natalia,simple sentences,Cayla,The subject does not use complex or difficult-to-understand sentences.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences. The new question is a positive statement of that same idea: ""The subject does not use complex or difficult-to-understand sentences."" The response directly agrees with this statement.

**Likert Score: 5**",5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences. The new question is a positive statement of the same idea: ""The subject does not use complex or difficult-to-understand sentences."" The response directly agrees with this statement.

**Likert Score: 5**",5,"The old response is ""simple sentences,"" given to the question about whether the subject is using complex, difficult-to-understand sentences. Saying ""simple sentences"" clearly indicates the subject is *not* using complex or difficult sentences. This strongly supports the new positive statement that the subject does not use complex or difficult-to-understand sentences.

**Likert Score: 5**",5
2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,13,llava_qwen,"No, the face was visible throughout the video.",5,"The response explicitly states that “the face was visible throughout the video,” directly supporting the idea that a key critical body part (the face) remained fully visible for the entire task. There is no indication of any obstruction or partial visibility. This strongly aligns with the new positive statement.

**Likert Score: 5**","All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",/localdisk1/PARK/park_vlm/Videos/2023-05-11T21%3A59%3A07.908Z_vBAkVvJKtggUnpO3mAT7hTdwpOV2_resting_face.mp4,13,"Indicate if any body part critical for this task is partially visible (or invisible). For example, was the subject wearing a mask that may have obstructed important visual information? Or did the face go out of frame while the subject was completing the task?",good visibility of head and face,Nami,no problems,Natalia,normal,Cayla,"All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",5,"The response “good visibility of head and face” indicates that the key critical body parts (head and face) were clearly visible and not obstructed. This strongly supports the statement that all critical body parts remained fully visible throughout the task, with no indication of partial visibility or occlusion.

**Likert Score: 5**",5,"The response ""no problems"" to a question about whether any critical body part was partially visible or invisible implies that there were no visibility issues—i.e., all critical body parts remained visible. This aligns strongly with the new positive statement that all critical body parts remain fully visible throughout the task.

**Likert Score: 5**",5,"The response ""normal"" to a question about whether any critical body part was partially visible or invisible implies that there were no issues or obstructions—that visibility was as expected. This aligns strongly with the statement that all critical body parts remain fully visible throughout the task.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.",1,"The OLD_RESPONSE explicitly states that “The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.” This directly contradicts the NEW_QUESTION, which claims the person shows no signs of difficulty. Since the response clearly indicates the presence of difficulty, alignment with the positive statement is very low.

**Likert Score: 1**",The person shows no signs of difficulty in facial expressions.,/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,1,"Please describe whether the person demonstrates any difficulty through their facial expressions. Some examples of visible difficulty include furrowed brow, squinting eyes, clenched jaw, tight lips, head hanging low, sighing, wrinkled forehead, etc. Mention such specific details when found. End output with a final answer choice: ""Yes"" or ""No"".",none,Nami,no difficulty,Natalia,none,Cayla,The person shows no signs of difficulty in facial expressions.,5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5,"The old response states ""no difficulty,"" directly indicating that the person does not show signs of difficulty in their facial expressions. This fully aligns with the new positive statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,2,llava_qwen,The background is clear and the lighting condition is appropriate.,5,"The old response explicitly states that “The background is clear” (i.e., not overloaded) and “the lighting condition is appropriate.” This directly and fully agrees with the new positive statement that the background is not overloaded and the lighting is appropriate. Therefore, the alignment is complete.

**Likert Score: 5**","The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,2,"Mention if the background is overloaded (i.e., too many things), or the lighting condition is inappropriate (i.e., too dark or overlit). Otherwise, just output ""normal background"".",normal ,Nami,normal background,Natalia,normal background,Cayla,"The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",5,"The old question instructs the respondent to say ""normal background"" if the background is not overloaded and the lighting is appropriate. The response ""normal"" clearly indicates that neither issue (overloaded background nor bad lighting) is present. This aligns strongly with the new positive statement.

**Likert Score: 5**",5,"The old response is exactly ""normal background,"" which, per the old question’s instructions, is to be used when the background is not overloaded and the lighting is not inappropriate. This directly affirms the new positive statement that the background is not overloaded and the lighting is appropriate.

**Likert Score: 5**",5,"The old response is exactly ""normal background,"" which, given the old question, implies that the background is not overloaded and the lighting is not inappropriate. This fully agrees with the new positive statement about appropriate background and lighting.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,3,llava_qwen,"No, there was no abnormality in the person's eye blink rate.",5,"The old response explicitly states: “No, there was no abnormality in the person's eye blink rate.” This directly supports the new statement that the person’s eye blink rate is normal, with no absence, reduction, or excess in blinking. Therefore, the alignment is complete and unambiguous.

**Likert Score: 5**","The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,3,"Was there anything abnormal about the person’s eye blink rate? For example, they may not be blinking at all, or they may have reduced or increased blink rate compared to a normal person. If there is nothing abnormal, output ""normal blinking"".",normal,Nami,normal,Natalia,normal,Cayla,"The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",5,"The OLD_QUESTION asks specifically about abnormalities in blink rate and instructs that if there is nothing abnormal, the response should be ""normal blinking."" The OLD_RESPONSE is ""normal,"" which clearly indicates no abnormality in blink rate. This directly supports the NEW_QUESTION statement that the person’s eye blink rate is normal.

**Likert Score: 5**",5,"The OLD_RESPONSE is ""normal"" to a question that explicitly says to output ""normal blinking"" if there is nothing abnormal. This directly indicates that the observer judged the blink rate as not abnormal. That aligns fully with the NEW_QUESTION’s statement that the person’s eye blink rate is normal.

**Likert Score: 5**",5,"The OLD_QUESTION asks specifically about abnormalities in blink rate and instructs that if there is nothing abnormal, the response should be ""normal blinking."" The OLD_RESPONSE is ""normal,"" which clearly indicates no abnormality in blink rate. This directly supports the NEW_QUESTION statement that the person’s eye blink rate is normal.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,4,llava_qwen,The camera is at a good position.,5,"The old response explicitly states: “The camera is at a good position.”  
Given the old question’s definition of a “good position” (upper half visible, lower half not), this directly affirms that the camera distance matches the desired framing described in the new question.

Therefore, the response strongly agrees with the new statement.

**Likert Score: 5**","The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,4,"How far is the camera? A good position of the camera would be when the upper half of the subject's body remains visible, while the lower half is not captured in the frame. If the upper body is only partly visible, the camera is too close. If the lower body is also visible, the camera is too far.",good,Nami,good position,Natalia,too close,Cayla,"The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",5,"The response ""good"" to the original question about whether the camera distance is appropriate strongly suggests that the respondent feels the current framing matches the described ideal (upper half visible, lower half not). There is no indication of any problem or misalignment, only a positive evaluation.

Therefore, it aligns closely with the positive statement in the NEW_QUESTION.

**Likert Score: 5**",5,"The old response “good position” directly indicates that the camera distance/position is appropriate according to the criteria given in the old question. Since the new question is a positive statement asserting that the camera distance is appropriate, this response fully agrees with it.

**Likert Score: 5**",1,"The old response says “too close,” which directly indicates that the camera distance is *not* appropriate according to the described standard. The new question asserts that the camera distance *is* appropriate, so the response contradicts this statement.

**Likert Score: 1**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story.",5,"The response explicitly states that “The subject is coherent in what they are speaking, delivering an easy to understand story.” This directly supports the ideas of coherence and ease of understanding in the new question. While it does not explicitly mention staying focused on the central topic or avoiding detours, there is no indication of any problems in that area, and the overall tone is clearly positive. Thus, it strongly aligns with the new statement.

**Likert Score: 5**","The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,5,"Is the subject coherent in what they are speaking? Are they delivering an easy to understand story, or are they deterring a lot from the central topic and delivering an unorganized speech?",coherent ,Nami,"normal coherence, easy to understand story",Natalia,coherent,Cayla,"The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",5,"The response is a single word: “coherent.”  

Given the old question asks whether the subject is coherent and organized, this response directly affirms coherence and implies that the speech is understandable and not disorganized. This aligns strongly with the new positive statement about coherence and focus.

**Likert Score: 5**",5,"The response says “normal coherence, easy to understand story,” which directly supports that the speech is coherent and easy to understand. While it doesn’t explicitly mention staying on the central topic, there is no indication of unorganized detours, and “normal coherence” implies adequate organization. Overall, it aligns well with the positive statement.

**Likert Score: 5**",5,"The response is a single word: “coherent.”  

Given the old question contrasts coherent, easy-to-follow speech with unorganized, off-topic speech, the respondent’s choice of “coherent” clearly indicates they see the subject’s speech as organized and understandable. This strongly aligns with the new positive statement about coherence and focus.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.,5,"The response explicitly states that “The subject was able to follow the instructions while completing the task” and does not mention any deviations or issues. This directly supports the statement that the subject followed all instructions accurately with no observed deviations.

**Likert Score: 5**",The subject followed all instructions accurately while completing the task (no deviationsobserved).,/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,6,"Please indicate whether the subject was able to follow the instructions while completing the task. If the subject was doing something differently, please describe.",compliant,Nami,"yes, good compliance with task instructions",Natalia,"Yes, followed instructions",Cayla,The subject followed all instructions accurately while completing the task (no deviationsobserved).,5,"The word ""compliant"" directly indicates that the subject followed the instructions as required, with no mention of any deviations or issues. This aligns very strongly with the statement that the subject followed all instructions accurately and that no deviations were observed.

**Likert Score: 5**",5,"The response states “yes, good compliance with task instructions,” which directly affirms that the subject followed the instructions well. There is no mention of any deviations or issues, and the wording “good compliance” strongly supports the idea that instructions were followed accurately.

Therefore, the response is in strong agreement with the statement that the subject followed all instructions with no deviations.

**Likert Score: 5**",5,"The response explicitly states ""Yes, followed instructions"" and does not mention any deviations or issues. This directly supports the positive statement that the subject followed all instructions accurately with no observed deviations.

**Likert Score: 5**",5
2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,7,llava_qwen,Most of the times,1,"The old response “Most of the times” indicates that the subject’s lips are parted most of the time when not speaking.  

The new question states that the subject’s lips are *never* parted when not speaking, implying they are closed or only slightly parted most of the time. This is the opposite of the old response, so the alignment is very low.

**Likert Score: 1**","The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",/localdisk1/PARK/park_vlm/Videos/2023-05-19T19%3A18%3A06.618Z_tV9SXnOdS3hUx6RXNvFDrCN6pHr2_resting_face.mp4,7,"Indicate the extent of lips parting when the subject is not saying anything (i.e., always/most of the times/sometimes/very few times/never).",never,Nami,no,Natalia,never,Cayla,"The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",5,"The OLD_QUESTION asks how often the subject’s lips part when not speaking, and the response is “never,” meaning the lips do not part at all in that situation.  

The NEW_QUESTION states that the subject’s lips are never parted when not speaking. This directly matches the meaning of “never” in the original response, indicating complete agreement with the new positive statement.

**Likert Score: 5**",5,"The OLD_QUESTION asks about how often the subject’s lips are parted when not speaking. The response “no” most naturally indicates “no, they are not parted,” which aligns with “never parted” in the NEW_QUESTION. Thus, the response strongly supports the statement that the subject’s lips are never parted when not speaking.

**Likert Score: 5**",5,"The OLD_QUESTION asks how often the subject’s lips part when not speaking, and the response is “never,” meaning the lips do not part at all in that situation.  

The NEW_QUESTION states that the subject’s lips are never parted when not speaking. This directly matches the meaning of “never” in the original response.  

Therefore, the alignment is complete and unambiguous.  

**Likert Score: 5**",5
